tourney_id;tourney_name;surface;draw_size;tourney_level;tourney_date;match_num;winner_id;winner_seed;winner_entry;winner_name;winner_hand;winner_ht;winner_ioc;winner_age;winner_rank;winner_rank_points;loser_id;loser_seed;loser_entry;loser_name;loser_hand;loser_ht;loser_ioc;loser_age;loser_rank;loser_rank_points;score;best_of;round
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;1;200001;1;;Martina Hingis;R;170;SUI;20.2929500342;1;6252;200765;;;Katalin Marosi;R;;HUN;21.1772758385;124;258;6-1 6-1;3;R128
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;2;200042;;;Els Callens;R;;BEL;30.4065708419;95;336;200105;;;Rachel Mcquillan;U;;AUS;29.1225188227;106;295;6-3 6-1;3;R128
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;3;200124;;;Anne Kremer;R;;LUX;25.2484599589;38;777;201204;;;Iroda Tulyaganova;R;;UZB;19.022587269;78;432;6-4 2-6 6-4;3;R128
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;4;200043;;WC;Virginie Razzano;R;173;FRA;17.6810403833;144;210;200063;;;Tatiana Panova;R;;RUS;24.424366872;36;840;7-6(6) 6-3;3;R128
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;5;200767;;;Holly Parkinson;R;;USA;21.9301848049;105;297;200106;;;Angeles Montolio;R;;ESP;25.4455852156;54;623;6-2 6-2;3;R128
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;6;200103;;WC;Evie Dominikovic;R;;AUS;20.6324435318;129;251;200067;;;Patty Schnyder;L;168;SUI;22.0889801506;24;1058;4-6 6-1 6-3;3;R128
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;7;200010;;;Rita Grande;R;;ITA;25.8179329227;62;518;200061;;;Gala Leon Garcia;L;;ESP;27.0636550308;34;865;6-2 7-6(2);3;R128
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;8;200041;16;;Amy Frazier;R;;USA;28.3230663929;18;1236;200768;;Q;Laurence Andretto;R;;FRA;27.6741957563;190;128;7-5 6-4;3;R128
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;9;200108;9;;Elena Dementieva;R;180;RUS;19.2525667351;11;1812;200068;;;Lilia Osterloh;R;;USA;22.7761806982;43;733;6-4 6-3;3;R128
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;10;200745;;Q;Andrea Glass;R;;GER;24.4982888433;111;290;200056;;;Jelena Kostanic Tosic;L;168;CRO;19.5290896646;113;285;7-6(3) 6-4;3;R128
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;11;201286;;;Anabel Medina Garrigues;R;169;ESP;18.4613278576;104;301;200766;;;Jennifer Hopkins;R;;USA;19.9288158795;69;463;7-5 6-0;3;R128
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;12;201083;;;Daja Bedanova;R;;CZE;17.8562628337;51;638;200023;;WC;Bryanne Stewart;R;;AUS;21.1033538672;157;162;7-5 4-6 7-5;3;R128
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;13;200009;;;Tamarine Tanasugarn;R;165;THA;23.6468172485;30;937;200086;;;Magdalena Maleeva;R;168;BUL;25.7932922656;27;1011;7-6(2) 7-5;3;R128
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;14;200114;;;Patricia Wartusch;R;;AUT;22.4476386037;89;363;200084;;;Asa Svensson;R;;SWE;25.5852156057;60;560;7-6(6) 3-6 6-3;3;R128
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;15;200069;;;Nadia Petrova;R;178;RUS;18.6064339493;61;524;200764;;Q;Elena Bovina;R;189;RUS;17.8535249829;125;254;7-5 6-3;3;R128
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;16;200033;6;;Serena Williams;R;175;USA;19.3045859001;6;2374;200091;;WC;Janet Lee;R;;TPE;24.2327173169;118;278;6-1 6-4;3;R128
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;17;200748;3;;Venus Williams;R;185;USA;20.5804243669;3;3694;201287;;Q;Maria Jose Martinez Sanchez;L;176;ESP;18.4284736482;152;185;6-3 2-6 6-0;3;R128
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;18;200046;;;Meghann Shaughnessy;R;;USA;21.7604380561;31;896;200100;;;Amanda Hopmans;R;;NED;24.9281314168;109;293;6-0 6-4;3;R128
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;19;200037;;;Sabine Appelmans;L;;BEL;28.733744011;55;598;200047;;;Pavlina Nola;R;;NZL;26.507871321;79;414;7-6(5) 6-1;3;R128
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;20;200044;;;Denisa Chladkova;R;;CZE;21.9356605065;53;632;200101;;;Jana Kandarr;R;;GER;24.3175906913;64;499;6-3 6-2;3;R128
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;21;200006;;;Karina Habsudova;R;;SVK;27.4551676934;85;384;200040;;;Anna Smashnova;R;;ISR;24.501026694;46;679;6-7(3) 6-4 6-3;3;R128
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;22;200723;;;Iva Majoli;R;;CRO;23.4277891855;63;505;200062;;;Kristina Brandi;R;168;PUR;23.8001368925;28;945;6-2 7-6(7);3;R128
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;23;200036;;;Nicole Pratt;R;;AUS;27.8658453114;52;633;201288;;Q;Maja Palaversic Cooper Smith;R;;CRO;27.8138261465;179;136;6-4 6-2;3;R128
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;24;200065;13;;Amelie Mauresmo;R;175;FRA;21.5331964408;20;1168;200085;;;Ai Sugiyama;R;163;JPN;25.5331964408;29;944;6-3 6-3;3;R128
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;25;200064;10;;Amanda Coetzer;R;158;RSA;29.234770705;12;1752;200099;;;Sonya Jeyaseelan;R;;CAN;24.7282683094;49;663;6-2 6-4;3;R128
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;26;200007;;;Silvija Talaja;R;;CRO;23.0034223135;44;715;200008;;;Alicia Molik;R;182;AUS;19.9671457906;99;324;6-0 6-0;3;R128
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;27;200122;;;Tina Pisnik;R;;SLO;19.9041752225;73;449;200052;;;Olga Barabanschikova;R;;BLR;21.2046543463;87;370;7-5 6-2;3;R128
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;28;200123;;;Marlene Weingartner;R;;GER;20.9609856263;77;435;200020;;;Lisa Raymond;R;165;USA;27.4332648871;26;1022;6-3 6-4;3;R128
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;29;200107;;;Paola Suarez;R;170;ARG;24.5639972621;33;866;200109;;;Nathalie Dechy;R;177;FRA;21.9000684463;23;1064;6-2 6-1;3;R128
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;30;200709;;;Rosana De Los Rios;R;170;PAR;25.3333333333;76;444;200732;;;Magdalena Grzybowska;R;;POL;22.1492128679;82;390;6-4 6-2;3;R128
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;31;200055;;;Mariana Diaz Oliva;R;;ARG;24.848733744;116;283;200088;;;Adriana Gersi;R;;CZE;24.5557837098;68;463;6-4 5-7 6-4;3;R128
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;32;200096;7;;Mary Pierce;R;178;FRA;26.0013689254;7;2158;200054;;;Sylvia Plischke;R;;AUT;23.4907597536;57;592;6-1 6-3;3;R128
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;33;200049;5;;Conchita Martinez;R;170;ESP;28.7501711157;5;2697;201289;;WC;Christina Wheeler;R;;AUS;18.7542778919;211;114;6-1 6-1;3;R128
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;34;200022;;;Emmanuelle Gagliardi;R;;SUI;24.5201916496;93;340;200038;;WC;Annabel Ellwood;R;;AUS;22.9514031485;201;118;6-3 4-6 8-6;3;R128
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;35;200092;;;Sandra Nacuk;R;;SCG;20.4134154689;100;323;200060;;;Tathiana Garbin;R;172;ITA;23.5455167693;45;715;0-6 6-2 6-2;3;R128
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;36;200777;;;Marta Marrero;R;;ESP;17.9986310746;72;453;200125;;;Corina Morariu;R;;USA;22.970568104;41;744;2-6 6-4 6-4;3;R128
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;37;200083;;;Alexandra Stevenson;R;;USA;20.0848733744;127;253;200053;;;Lubomira Bacheva;R;;BUL;25.8617385352;97;333;7-5 6-1;3;R128
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;38;200118;;;Virginia Ruano Pascual;R;169;ESP;27.318275154;90;353;200754;;Q;Jill Craybas;R;160;USA;26.5352498289;139;219;6-2 7-6(5);3;R128
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;39;200089;;;Miriam Oremans;R;;NED;28.3504449008;67;479;200034;;WC;Amanda Grahame;L;;AUS;21.8124572211;206;115;6-3 6-4;3;R128
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;40;200077;12;;Jennifer Capriati;R;170;USA;24.7994524298;14;1638;200098;;;Henrieta Nagyova;R;;SVK;22.0862422998;37;782;4-6 6-2 7-5;3;R128
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;41;200016;14;;Sandrine Testud;R;;FRA;28.7857631759;15;1596;200035;;;Maria Sanchez Lorenzo;R;;ESP;23.189596167;92;343;6-1 6-0;3;R128
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;42;200075;;;Jing Qian Yi;R;;CHN;26.8802190281;94;337;200714;;;Yvette Basting;R;;NED;23.6057494867;102;314;6-2 6-3;3;R128
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;43;200003;;;Justine Henin;R;167;BEL;18.6255989049;22;1095;201284;;;Tatiana Poutchek;R;;BLR;22.0177960301;84;386;6-4 7-5;3;R128
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;44;200127;;;Sarah Pitkowski Malcor;R;;FRA;25.1745379877;71;455;200082;;;Kristie Boogert;R;;NED;27.0828199863;66;482;6-3 6-3;3;R128
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;45;200027;;;Magui Serna;L;;ESP;21.87816564;35;848;200126;;;Marissa Gould;R;;USA;20.5639972621;86;376;6-1 6-3;3;R128
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;46;200104;;;Emilie Loit;L;;FRA;21.6043805613;101;318;200769;;;Giulia Casoni;R;;ITA;22.7433264887;83;389;6-3 2-6 6-3;3;R128
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;47;200030;;;Miroslava Vavrinec;R;;SUI;22.7926078029;88;366;200070;;;Anne Gaelle Sidot;L;;FRA;21.4811772758;32;867;3-6 7-6(5) 6-4;3;R128
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;48;200652;4;;Monica Seles;L;;USA;27.1211498973;4;3313;200115;;;Brie Rippner;R;;USA;20.9856262834;65;483;1-0 RET;3;R128
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;49;200113;8;;Anna Kournikova;R;173;RUS;19.6084873374;8;2020;201290;;;Daniela Hantuchova;R;181;SVK;17.7330595483;103;310;6-2 7-5;3;R128
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;50;200119;;;Rita Kuti Kis;L;;HUN;22.9212867899;58;574;201212;;;Francesca Schiavone;R;166;ITA;20.5639972621;74;446;7-6(8) 1-6 6-4;3;R128
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;51;200032;;;Barbara Schett;R;176;AUT;24.8514715948;21;1114;200048;;;Elena Likhovtseva;R;;RUS;25.3552361396;19;1180;4-6 7-6(2) 6-4;3;R128
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;52;200024;;;Maria Vento Kabchi;R;;VEN;26.6475017112;131;245;201080;;;Louise Latimer;R;;GBR;22.9897330595;107;294;7-6(2) 6-2;3;R128
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;53;200094;;;Barbara Rittner;R;;GER;27.7262149213;98;328;200057;;;Erika De Lone;R;;USA;28.2546201232;114;285;2-6 6-3 6-3;3;R128
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;54;200031;;;Meilen Tu;R;;USA;22.9952087611;56;595;201084;;;Nadejda Ostrovskaya;R;;BLR;20.2135523614;96;334;7-5 6-0;3;R128
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;55;200059;;;Ruxandra Dragomir Ilie;R;;ROU;28.2272416153;39;758;200066;;;Cristina Torrens Valero;R;;ESP;26.3436002738;91;352;7-5 6-1;3;R128
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;56;200697;;Q;Janette Husarova;R;;SVK;26.6173853525;151;191;200039;11;;Chanda Rubin;R;168;USA;24.9089664613;13;1674;6-3 6-0;3;R128
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;57;200079;15;;Kim Clijsters;R;;BEL;17.607118412;17;1288;200090;;Q;Anca Barna;L;;GER;23.6741957563;135;226;6-3 6-2;3;R128
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;58;200121;;;Alina Jidkova;R;;RUS;23.9917864476;81;398;200111;;Q;Lina Krasnoroutskaya;R;;RUS;16.7145790554;117;281;7-5 6-3;3;R128
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;59;201291;;Q;Nuria Llagostera Vives;R;156;ESP;20.6680355921;136;223;200682;;;Joannette Kruger;R;;RSA;27.3675564682;48;665;6-2 6-3;3;R128
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;60;200072;;;Cara Black;R;167;ZIM;21.9110198494;42;737;201085;;;Shinobu Asagoe;R;;JPN;24.5503080082;75;446;6-4 6-1;3;R128
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;61;200700;;;Silvia Farina Elia;R;;ITA;28.720054757;50;658;201292;;;Martina Sucha;R;;SVK;20.1533196441;110;292;4-6 7-5 6-3;3;R128
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;62;200102;;WC;Melissa Dowse;U;;AUS;18.7214236824;364;43;200019;;Q;Alexandra Fusai;R;;FRA;27.1485284052;142;215;4-6 7-5 6-0;3;R128
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;63;201086;;Q;Greta Arn;R;;HUN;21.7604380561;146;205;200012;;;Jana Nejedly;R;;CAN;26.6036960986;70;460;3-6 7-6(4) 12-10;3;R128
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;64;200128;2;;Lindsay Davenport;R;189;USA;24.605065024;2;4966;200120;;;Jelena Dokic;R;175;AUS;17.7631759069;25;1026;4-6 6-4 6-3;3;R128
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;65;200001;1;;Martina Hingis;R;170;SUI;20.2929500342;1;6252;200042;;;Els Callens;R;;BEL;30.4065708419;95;336;6-1 6-0;3;R64
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;66;200043;;WC;Virginie Razzano;R;173;FRA;17.6810403833;144;210;200124;;;Anne Kremer;R;;LUX;25.2484599589;38;777;6-7(1) 6-1 7-5;3;R64
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;67;200103;;WC;Evie Dominikovic;R;;AUS;20.6324435318;129;251;200767;;;Holly Parkinson;R;;USA;21.9301848049;105;297;6-4 2-6 6-2;3;R64
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;68;200010;;;Rita Grande;R;;ITA;25.8179329227;62;518;200041;16;;Amy Frazier;R;;USA;28.3230663929;18;1236;6-4 6-1;3;R64
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;69;200108;9;;Elena Dementieva;R;180;RUS;19.2525667351;11;1812;200745;;Q;Andrea Glass;R;;GER;24.4982888433;111;290;2-6 7-6(6) 6-3;3;R64
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;70;201083;;;Daja Bedanova;R;;CZE;17.8562628337;51;638;201286;;;Anabel Medina Garrigues;R;169;ESP;18.4613278576;104;301;6-2 4-6 6-4;3;R64
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;71;200009;;;Tamarine Tanasugarn;R;165;THA;23.6468172485;30;937;200114;;;Patricia Wartusch;R;;AUT;22.4476386037;89;363;6-1 6-1;3;R64
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;72;200033;6;;Serena Williams;R;175;USA;19.3045859001;6;2374;200069;;;Nadia Petrova;R;178;RUS;18.6064339493;61;524;6-3 6-2;3;R64
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;73;200748;3;;Venus Williams;R;185;USA;20.5804243669;3;3694;200046;;;Meghann Shaughnessy;R;;USA;21.7604380561;31;896;6-3 7-6(3);3;R64
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;74;200044;;;Denisa Chladkova;R;;CZE;21.9356605065;53;632;200037;;;Sabine Appelmans;L;;BEL;28.733744011;55;598;6-2 6-2;3;R64
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;75;200723;;;Iva Majoli;R;;CRO;23.4277891855;63;505;200006;;;Karina Habsudova;R;;SVK;27.4551676934;85;384;6-4 6-2;3;R64
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;76;200065;13;;Amelie Mauresmo;R;175;FRA;21.5331964408;20;1168;200036;;;Nicole Pratt;R;;AUS;27.8658453114;52;633;6-0 7-5;3;R64
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;77;200064;10;;Amanda Coetzer;R;158;RSA;29.234770705;12;1752;200007;;;Silvija Talaja;R;;CRO;23.0034223135;44;715;6-1 6-3;3;R64
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;78;200123;;;Marlene Weingartner;R;;GER;20.9609856263;77;435;200122;;;Tina Pisnik;R;;SLO;19.9041752225;73;449;4-6 7-6(6) 6-0;3;R64
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;79;200107;;;Paola Suarez;R;170;ARG;24.5639972621;33;866;200709;;;Rosana De Los Rios;R;170;PAR;25.3333333333;76;444;6-3 6-0;3;R64
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;80;200096;7;;Mary Pierce;R;178;FRA;26.0013689254;7;2158;200055;;;Mariana Diaz Oliva;R;;ARG;24.848733744;116;283;6-2 6-2;3;R64
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;81;200022;;;Emmanuelle Gagliardi;R;;SUI;24.5201916496;93;340;200049;5;;Conchita Martinez;R;170;ESP;28.7501711157;5;2697;5-7 6-3 8-6;3;R64
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;82;200777;;;Marta Marrero;R;;ESP;17.9986310746;72;453;200092;;;Sandra Nacuk;R;;SCG;20.4134154689;100;323;6-4 6-4;3;R64
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;83;200118;;;Virginia Ruano Pascual;R;169;ESP;27.318275154;90;353;200083;;;Alexandra Stevenson;R;;USA;20.0848733744;127;253;3-6 7-5 6-2;3;R64
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;84;200077;12;;Jennifer Capriati;R;170;USA;24.7994524298;14;1638;200089;;;Miriam Oremans;R;;NED;28.3504449008;67;479;6-0 6-2;3;R64
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;85;200016;14;;Sandrine Testud;R;;FRA;28.7857631759;15;1596;200075;;;Jing Qian Yi;R;;CHN;26.8802190281;94;337;6-4 5-2 RET;3;R64
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;86;200003;;;Justine Henin;R;167;BEL;18.6255989049;22;1095;200127;;;Sarah Pitkowski Malcor;R;;FRA;25.1745379877;71;455;6-3 6-2;3;R64
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;87;200104;;;Emilie Loit;L;;FRA;21.6043805613;101;318;200027;;;Magui Serna;L;;ESP;21.87816564;35;848;7-5 3-6 6-1;3;R64
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;88;200652;4;;Monica Seles;L;;USA;27.1211498973;4;3313;200030;;;Miroslava Vavrinec;R;;SUI;22.7926078029;88;366;6-2 6-3;3;R64
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;89;200113;8;;Anna Kournikova;R;173;RUS;19.6084873374;8;2020;200119;;;Rita Kuti Kis;L;;HUN;22.9212867899;58;574;6-3 6-4;3;R64
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;90;200032;;;Barbara Schett;R;176;AUT;24.8514715948;21;1114;200024;;;Maria Vento Kabchi;R;;VEN;26.6475017112;131;245;6-4 6-2;3;R64
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;91;200094;;;Barbara Rittner;R;;GER;27.7262149213;98;328;200031;;;Meilen Tu;R;;USA;22.9952087611;56;595;6-3 7-6(1);3;R64
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;92;200059;;;Ruxandra Dragomir Ilie;R;;ROU;28.2272416153;39;758;200697;;Q;Janette Husarova;R;;SVK;26.6173853525;151;191;6-1 6-7(3) 6-1;3;R64
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;93;200079;15;;Kim Clijsters;R;;BEL;17.607118412;17;1288;200121;;;Alina Jidkova;R;;RUS;23.9917864476;81;398;6-3 7-6(5);3;R64
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;94;201291;;Q;Nuria Llagostera Vives;R;156;ESP;20.6680355921;136;223;200072;;;Cara Black;R;167;ZIM;21.9110198494;42;737;7-6(4) 7-5;3;R64
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;95;200700;;;Silvia Farina Elia;R;;ITA;28.720054757;50;658;200102;;WC;Melissa Dowse;U;;AUS;18.7214236824;364;43;6-0 6-2;3;R64
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;96;200128;2;;Lindsay Davenport;R;189;USA;24.605065024;2;4966;201086;;Q;Greta Arn;R;;HUN;21.7604380561;146;205;6-2 4-6 6-2;3;R64
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;97;200001;1;;Martina Hingis;R;170;SUI;20.2929500342;1;6252;200043;;WC;Virginie Razzano;R;173;FRA;17.6810403833;144;210;7-5 6-1;3;R32
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;98;200010;;;Rita Grande;R;;ITA;25.8179329227;62;518;200103;;WC;Evie Dominikovic;R;;AUS;20.6324435318;129;251;6-3 6-4;3;R32
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;99;201083;;;Daja Bedanova;R;;CZE;17.8562628337;51;638;200108;9;;Elena Dementieva;R;180;RUS;19.2525667351;11;1812;2-6 7-6(5) 6-3;3;R32
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;100;200033;6;;Serena Williams;R;175;USA;19.3045859001;6;2374;200009;;;Tamarine Tanasugarn;R;165;THA;23.6468172485;30;937;6-1 6-4;3;R32
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;101;200748;3;;Venus Williams;R;185;USA;20.5804243669;3;3694;200044;;;Denisa Chladkova;R;;CZE;21.9356605065;53;632;6-4 6-1;3;R32
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;102;200065;13;;Amelie Mauresmo;R;175;FRA;21.5331964408;20;1168;200723;;;Iva Majoli;R;;CRO;23.4277891855;63;505;6-4 6-2;3;R32
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;103;200064;10;;Amanda Coetzer;R;158;RSA;29.234770705;12;1752;200123;;;Marlene Weingartner;R;;GER;20.9609856263;77;435;6-2 6-4;3;R32
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;104;200107;;;Paola Suarez;R;170;ARG;24.5639972621;33;866;200096;7;;Mary Pierce;R;178;FRA;26.0013689254;7;2158;6-3 6-2;3;R32
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;105;200777;;;Marta Marrero;R;;ESP;17.9986310746;72;453;200022;;;Emmanuelle Gagliardi;R;;SUI;24.5201916496;93;340;4-6 6-1 6-2;3;R32
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;106;200077;12;;Jennifer Capriati;R;170;USA;24.7994524298;14;1638;200118;;;Virginia Ruano Pascual;R;169;ESP;27.318275154;90;353;6-0 6-2;3;R32
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;107;200003;;;Justine Henin;R;167;BEL;18.6255989049;22;1095;200016;14;;Sandrine Testud;R;;FRA;28.7857631759;15;1596;6-2 6-4;3;R32
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;108;200652;4;;Monica Seles;L;;USA;27.1211498973;4;3313;200104;;;Emilie Loit;L;;FRA;21.6043805613;101;318;6-3 7-5;3;R32
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;109;200113;8;;Anna Kournikova;R;173;RUS;19.6084873374;8;2020;200032;;;Barbara Schett;R;176;AUT;24.8514715948;21;1114;2-6 6-4 6-3;3;R32
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;110;200094;;;Barbara Rittner;R;;GER;27.7262149213;98;328;200059;;;Ruxandra Dragomir Ilie;R;;ROU;28.2272416153;39;758;6-1 3-6 6-1;3;R32
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;111;200079;15;;Kim Clijsters;R;;BEL;17.607118412;17;1288;201291;;Q;Nuria Llagostera Vives;R;156;ESP;20.6680355921;136;223;6-0 6-1;3;R32
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;112;200128;2;;Lindsay Davenport;R;189;USA;24.605065024;2;4966;200700;;;Silvia Farina Elia;R;;ITA;28.720054757;50;658;6-2 6-1;3;R32
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;113;200001;1;;Martina Hingis;R;170;SUI;20.2929500342;1;6252;200010;;;Rita Grande;R;;ITA;25.8179329227;62;518;6-0 6-3;3;R16
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;114;200033;6;;Serena Williams;R;175;USA;19.3045859001;6;2374;201083;;;Daja Bedanova;R;;CZE;17.8562628337;51;638;6-2 6-2;3;R16
2001-W-SL-AUS-01A-2001;Australian Open;Hard;128;G;20010115;115;200748;3;;Venus Williams;R;185;USA;20.5804243669;3;3694;200065;13;;Amelie Mauresmo;R;175;FRA;21.5331964408;20;1168;6-2 3-6 6-3;3;R16
